"TYPE_CODE","DATEON","CLOSING_PRICE","UP_DOWN_PER","VOLUME","VOLUME_AMT"
KOSDAQ,"2008.08.04",526.49,-1.73,490589.0,948689.0
KOSDAQ,"2008.08.05",519.1,-1.4,540149.0,1062230.0
KOSDAQ,"2008.08.06",525.75,1.28,504817.0,1068620.0
KOSDAQ,"2008.08.07",527.15,0.27,552625.0,1180110.0
KOSDAQ,"2008.08.08",525.54,-0.31,497810.0,1051840.0
KOSDAQ,"2008.08.11",527.12,0.3,425082.0,878962.0
KOSDAQ,"2008.08.12",526.46,-0.13,532827.0,1112880.0
KOSDAQ,"2008.08.13",521.72,-0.9,509790.0,1039920.0
KOSDAQ,"2008.08.14",522.81,0.21,472518.0,1029060.0
KOSDAQ,"2008.08.18",517.04,-1.1,411263.0,964444.0
KOSDAQ,"2008.08.19",507.81,-1.79,519293.0,1133550.0
KOSDAQ,"2008.08.20",504.88,-0.58,489628.0,1108800.0
KOSDAQ,"2008.08.21",495.15,-1.93,486415.0,1079090.0
KOSDAQ,"2008.08.22",483.47,-2.36,469034.0,1016230.0
KOSDAQ,"2008.08.25",484.37,0.19,379504.0,851999.0
KOSDAQ,"2008.08.26",477.06,-1.51,402908.0,899882.0
KOSDAQ,"2008.08.27",474.66,-0.5,445567.0,934330.0
KOSDAQ,"2008.08.28",470.08,-0.96,472229.0,983240.0
KOSDAQ,"2008.08.29",470.28,0.04,400160.0,831207.0
KOSDAQ,"2008.09.01",439.21,-6.61,446963.0,888370.0
KOSDAQ,"2008.09.02",418.14,-4.8,513588.0,1062750.0
KOSDAQ,"2008.09.03",426.37,1.97,479960.0,986019.0
KOSDAQ,"2008.09.04",438.44,2.83,497685.0,1006390.0
KOSDAQ,"2008.09.05",441.95,0.8,495688.0,1048710.0
KOSDAQ,"2008.09.08",459.42,3.95,453414.0,1056690.0
KOSDAQ,"2008.09.09",454.82,-1.0,395959.0,1003100.0
KOSDAQ,"2008.09.10",451.0,-0.84,376257.0,970780.0
KOSDAQ,"2008.09.11",454.78,0.84,454980.0,1060800.0
KOSDAQ,"2008.09.12",466.91,2.67,421082.0,1015610.0
KOSDAQ,"2008.09.16",429.29,-8.06,456370.0,1114350.0
KOSDAQ,"2008.09.17",444.93,3.64,493102.0,995851.0
KOSDAQ,"2008.09.18",433.76,-2.51,510169.0,1071690.0
KOSDAQ,"2008.09.19",446.46,2.93,542774.0,1160060.0
KOSDAQ,"2008.09.22",441.13,-1.19,472086.0,1050350.0
KOSDAQ,"2008.09.23",445.72,1.04,502260.0,1124020.0
KOSDAQ,"2008.09.24",448.8,0.69,511255.0,1085830.0
KOSDAQ,"2008.09.25",451.03,0.5,490924.0,1212090.0
KOSDAQ,"2008.09.26",448.34,-0.6,512693.0,1218370.0
KOSDAQ,"2008.09.29",446.05,-0.51,497050.0,980139.0
KOSDAQ,"2008.09.30",440.77,-1.18,566830.0,1272810.0
KOSDAQ,"2008.10.01",440.95,0.04,483928.0,1279730.0
KOSDAQ,"2008.10.02",432.1,-2.01,456244.0,1105600.0
KOSDAQ,"2008.10.06",406.39,-5.95,455103.0,1035680.0
KOSDAQ,"2008.10.07",401.95,-1.09,476054.0,969603.0
KOSDAQ,"2008.10.08",371.47,-7.58,453554.0,901437.0
KOSDAQ,"2008.10.09",369.84,-0.44,443256.0,889631.0
KOSDAQ,"2008.10.10",350.28,-5.29,449716.0,778074.0
KOSDAQ,"2008.10.13",368.17,5.11,373758.0,730088.0
KOSDAQ,"2008.10.14",396.32,7.65,453839.0,955270.0
KOSDAQ,"2008.10.15",390.28,-1.52,422708.0,960366.0
KOSDAQ,"2008.10.16",354.43,-9.19,437798.0,866745.0
KOSDAQ,"2008.10.17",352.18,-0.63,445671.0,828615.0
KOSDAQ,"2008.10.20",353.09,0.26,369699.0,661628.0
KOSDAQ,"2008.10.21",350.97,-0.6,387302.0,740226.0
KOSDAQ,"2008.10.22",335.53,-4.4,423299.0,772041.0
KOSDAQ,"2008.10.23",308.95,-7.92,377223.0,685129.0
KOSDAQ,"2008.10.24",276.68,-10.45,399801.0,660952.0
KOSDAQ,"2008.10.27",261.19,-5.6,397188.0,621401.0
KOSDAQ,"2008.10.28",272.43,4.3,518498.0,798145.0
KOSDAQ,"2008.10.29",265.59,-2.51,620129.0,907360.0
KOSDAQ,"2008.10.30",296.05,11.47,534073.0,825285.0
KOSDAQ,"2008.10.31",308.03,4.05,527003.0,851868.0
KOSDAQ,"2008.11.03",325.56,5.69,553212.0,924580.0
KOSDAQ,"2008.11.04",335.49,3.05,559113.0,1086220.0
KOSDAQ,"2008.11.05",340.85,1.6,695482.0,1538440.0
KOSDAQ,"2008.11.06",311.96,-8.48,571577.0,1078110.0
KOSDAQ,"2008.11.07",325.54,4.35,642203.0,1273370.0
KOSDAQ,"2008.11.10",332.17,2.04,543039.0,1049520.0
KOSDAQ,"2008.11.11",325.74,-1.94,501189.0,1059980.0
KOSDAQ,"2008.11.12",323.24,-0.77,510052.0,949083.0
KOSDAQ,"2008.11.13",311.55,-3.62,531279.0,959310.0
KOSDAQ,"2008.11.14",317.45,1.89,481853.0,851769.0
KOSDAQ,"2008.11.17",314.98,-0.78,460851.0,814791.0
KOSDAQ,"2008.11.18",305.26,-3.09,479444.0,878247.0
KOSDAQ,"2008.11.19",297.41,-2.57,591258.0,954382.0
KOSDAQ,"2008.11.20",273.06,-8.19,557095.0,930364.0
KOSDAQ,"2008.11.21",290.12,6.25,592597.0,979407.0
KOSDAQ,"2008.11.24",284.5,-1.94,532671.0,864014.0
KOSDAQ,"2008.11.25",287.39,1.02,545055.0,856477.0
KOSDAQ,"2008.11.26",295.51,2.83,572311.0,882461.0
KOSDAQ,"2008.11.27",304.36,2.99,549878.0,1095140.0
KOSDAQ,"2008.11.28",307.48,1.03,556454.0,1041060.0
KOSDAQ,"2008.12.01",308.2,0.23,532713.0,1006250.0
KOSDAQ,"2008.12.02",299.58,-2.8,556625.0,1064020.0
KOSDAQ,"2008.12.03",301.44,0.62,486546.0,938651.0
KOSDAQ,"2008.12.04",298.92,-0.84,561808.0,1099080.0
KOSDAQ,"2008.12.05",302.16,1.08,515919.0,1047820.0
KOSDAQ,"2008.12.08",316.71,4.82,557627.0,1096610.0
KOSDAQ,"2008.12.09",318.25,0.49,642410.0,1460320.0
KOSDAQ,"2008.12.10",324.15,1.85,573778.0,1337740.0
KOSDAQ,"2008.12.11",328.49,1.34,611854.0,1236840.0
KOSDAQ,"2008.12.12",320.07,-2.56,713395.0,1478680.0
KOSDAQ,"2008.12.15",335.15,4.71,684621.0,1072600.0
KOSDAQ,"2008.12.16",337.85,0.81,665385.0,1293150.0
KOSDAQ,"2008.12.17",338.83,0.29,775402.0,1633920.0
KOSDAQ,"2008.12.18",340.3,0.43,758673.0,1495040.0
KOSDAQ,"2008.12.19",342.45,0.63,685281.0,1214400.0
KOSDAQ,"2008.12.22",346.04,1.05,655335.0,1365420.0
KOSDAQ,"2008.12.23",338.76,-2.1,717266.0,1488930.0
KOSDAQ,"2008.12.24",333.73,-1.48,662147.0,1157850.0
KOSDAQ,"2008.12.26",332.26,-0.44,513210.0,1044510.0
KOSDAQ,"2008.12.29",329.18,-0.93,523108.0,861804.0
KOSDAQ,"2008.12.30",332.05,0.87,617541.0,1087690.0
KOSDAQ,"2009.01.02",339.76,2.32,399493.0,830309.0
KOSDAQ,"2009.01.05",342.77,0.89,589407.0,1218200.0
KOSDAQ,"2009.01.06",348.41,1.65,671274.0,1407170.0
KOSDAQ,"2009.01.07",356.13,2.22,641699.0,1537450.0
KOSDAQ,"2009.01.08",356.52,0.11,573191.0,1384800.0
KOSDAQ,"2009.01.09",358.48,0.55,671572.0,1380980.0
KOSDAQ,"2009.01.12",351.35,-1.99,714255.0,1276250.0
KOSDAQ,"2009.01.13",355.13,1.08,675688.0,1274660.0
KOSDAQ,"2009.01.14",364.63,2.68,657098.0,1462530.0
KOSDAQ,"2009.01.15",343.35,-5.84,659844.0,1633290.0
KOSDAQ,"2009.01.16",354.6,3.28,596587.0,1283030.0
KOSDAQ,"2009.01.19",363.13,2.41,597104.0,1374170.0
KOSDAQ,"2009.01.20",358.19,-1.36,666175.0,1323170.0
KOSDAQ,"2009.01.21",352.43,-1.61,543430.0,1144980.0
KOSDAQ,"2009.01.22",358.58,1.75,524741.0,1144600.0
KOSDAQ,"2009.01.23",352.83,-1.6,502625.0,1149680.0
KOSDAQ,"2009.01.28",361.68,2.51,462869.0,1102880.0
KOSDAQ,"2009.01.29",363.98,0.64,554106.0,1255010.0
KOSDAQ,"2009.01.30",364.9,0.25,522306.0,1140180.0
KOSDAQ,"2009.02.02",365.77,0.24,493744.0,1251540.0
KOSDAQ,"2009.02.03",372.28,1.78,505437.0,1430300.0
KOSDAQ,"2009.02.04",378.88,1.77,609393.0,1615160.0
KOSDAQ,"2009.02.05",373.49,-1.42,650616.0,1614540.0
KOSDAQ,"2009.02.06",378.79,1.42,623137.0,1465110.0
KOSDAQ,"2009.02.09",376.83,-0.52,620281.0,1302020.0
KOSDAQ,"2009.02.10",380.26,0.91,676845.0,1383610.0
KOSDAQ,"2009.02.11",383.41,0.83,647817.0,1584430.0
KOSDAQ,"2009.02.12",385.92,0.65,665320.0,1540910.0
KOSDAQ,"2009.02.13",395.69,2.53,829768.0,1837230.0
KOSDAQ,"2009.02.16",402.87,1.81,843015.0,2112520.0
KOSDAQ,"2009.02.17",383.17,-4.89,978626.0,2189000.0
KOSDAQ,"2009.02.18",390.07,1.8,990903.0,2144300.0
KOSDAQ,"2009.02.19",384.67,-1.38,1024560.0,2472480.0
KOSDAQ,"2009.02.20",367.14,-4.56,968218.0,1935810.0
KOSDAQ,"2009.02.23",375.57,2.3,694721.0,1572230.0
KOSDAQ,"2009.02.24",370.11,-1.45,645197.0,1701940.0
KOSDAQ,"2009.02.25",362.08,-2.17,769986.0,1603490.0
KOSDAQ,"2009.02.26",358.65,-0.95,671722.0,1636710.0
KOSDAQ,"2009.02.27",363.21,1.27,502871.0,1164510.0
KOSDAQ,"2009.03.02",349.71,-3.72,642043.0,1089200.0
KOSDAQ,"2009.03.03",347.76,-0.56,681308.0,1325160.0
KOSDAQ,"2009.03.04",359.9,3.49,622713.0,1368690.0
KOSDAQ,"2009.03.05",362.16,0.63,704844.0,1677980.0
KOSDAQ,"2009.03.06",365.18,0.83,637856.0,1850580.0
KOSDAQ,"2009.03.09",378.73,3.71,645157.0,1715960.0
KOSDAQ,"2009.03.10",377.92,-0.21,756404.0,1903140.0
KOSDAQ,"2009.03.11",385.69,2.06,783250.0,1750510.0
KOSDAQ,"2009.03.12",386.59,0.23,810825.0,1595410.0
KOSDAQ,"2009.03.13",389.27,0.69,883716.0,1679230.0
KOSDAQ,"2009.03.16",387.77,-0.39,663939.0,1495740.0
KOSDAQ,"2009.03.17",394.66,1.78,654321.0,1456220.0
KOSDAQ,"2009.03.18",398.6,1.0,725318.0,1801770.0
KOSDAQ,"2009.03.19",393.94,-1.17,807123.0,1524690.0
KOSDAQ,"2009.03.20",400.71,1.72,687651.0,1366980.0
KOSDAQ,"2009.03.23",409.23,2.13,619540.0,1460210.0
KOSDAQ,"2009.03.24",412.39,0.77,585400.0,1583690.0
KOSDAQ,"2009.03.25",419.29,1.67,672579.0,1623470.0
KOSDAQ,"2009.03.26",427.27,1.9,644591.0,1960650.0
KOSDAQ,"2009.03.27",421.24,-1.41,783939.0,2114320.0
KOSDAQ,"2009.03.30",412.01,-2.19,594583.0,1559800.0
KOSDAQ,"2009.03.31",421.44,2.29,639286.0,1707610.0
KOSDAQ,"2009.04.01",430.97,2.26,648980.0,1840160.0
KOSDAQ,"2009.04.02",439.84,2.06,746382.0,2108090.0
KOSDAQ,"2009.04.03",439.16,-0.15,657714.0,1909720.0
KOSDAQ,"2009.04.06",447.94,2.0,723431.0,2290290.0
KOSDAQ,"2009.04.07",458.57,2.37,708895.0,2796330.0
KOSDAQ,"2009.04.08",460.83,0.49,784191.0,2590550.0
KOSDAQ,"2009.04.09",481.45,4.47,904769.0,2899420.0
KOSDAQ,"2009.04.10",493.26,2.45,903621.0,3176340.0
KOSDAQ,"2009.04.13",507.23,2.83,913393.0,3448710.0
KOSDAQ,"2009.04.14",508.68,0.29,1093300.0,3968250.0
KOSDAQ,"2009.04.15",502.2,-1.27,1058240.0,3828790.0
KOSDAQ,"2009.04.16",497.52,-0.93,863150.0,3311210.0
KOSDAQ,"2009.04.17",483.8,-2.76,883820.0,2881850.0
KOSDAQ,"2009.04.20",491.94,1.68,779983.0,2236100.0
KOSDAQ,"2009.04.21",497.19,1.07,789360.0,2368090.0
KOSDAQ,"2009.04.22",509.9,2.56,921284.0,2957010.0
KOSDAQ,"2009.04.23",514.09,0.82,849784.0,2908740.0
KOSDAQ,"2009.04.24",507.5,-1.28,852781.0,2859350.0
KOSDAQ,"2009.04.27",505.97,-0.3,758141.0,2746330.0
KOSDAQ,"2009.04.28",479.37,-5.26,964674.0,3120030.0
KOSDAQ,"2009.04.29",494.47,3.15,745526.0,2700090.0
KOSDAQ,"2009.04.30",500.98,1.32,657295.0,2578130.0
KOSDAQ,"2009.05.04",507.01,1.2,546063.0,1960620.0
KOSDAQ,"2009.05.06",510.02,0.59,658870.0,2265440.0
KOSDAQ,"2009.05.07",513.95,0.77,718695.0,2477780.0
KOSDAQ,"2009.05.08",517.83,0.75,792182.0,2489760.0
KOSDAQ,"2009.05.11",523.91,1.17,769257.0,2487590.0
KOSDAQ,"2009.05.12",526.18,0.43,917767.0,3041870.0
KOSDAQ,"2009.05.13",535.95,1.86,994424.0,3274440.0
KOSDAQ,"2009.05.14",536.78,0.15,980498.0,3089530.0
KOSDAQ,"2009.05.15",543.54,1.26,1177160.0,3884750.0
KOSDAQ,"2009.05.18",545.01,0.27,1075140.0,3006780.0
KOSDAQ,"2009.05.19",553.77,1.61,988766.0,3313210.0
KOSDAQ,"2009.05.20",562.57,1.59,1269000.0,4180730.0
KOSDAQ,"2009.05.21",559.15,-0.61,1186320.0,3892840.0
KOSDAQ,"2009.05.22",554.09,-0.9,1148270.0,3659410.0
KOSDAQ,"2009.05.25",542.08,-2.17,1521490.0,3571000.0
KOSDAQ,"2009.05.26",536.54,-1.02,1098210.0,3203910.0
KOSDAQ,"2009.05.27",524.33,-2.28,1276900.0,3185210.0
KOSDAQ,"2009.05.28",521.11,-0.61,1032480.0,2700630.0
KOSDAQ,"2009.05.29",528.8,1.48,910379.0,2270700.0
KOSDAQ,"2009.06.01",539.56,2.03,743078.0,2213650.0
KOSDAQ,"2009.06.02",538.69,-0.16,883329.0,2651590.0
KOSDAQ,"2009.06.03",541.25,0.48,1031020.0,2470290.0
KOSDAQ,"2009.06.04",528.0,-2.45,923941.0,2425360.0
KOSDAQ,"2009.06.05",529.11,0.21,1220140.0,2338420.0
KOSDAQ,"2009.06.08",529.11,0.0,1001570.0,2224630.0
KOSDAQ,"2009.06.09",517.96,-2.11,1143880.0,2713550.0
KOSDAQ,"2009.06.10",520.36,0.46,990427.0,2319230.0
KOSDAQ,"2009.06.11",520.6,0.05,887062.0,2158770.0
KOSDAQ,"2009.06.12",524.26,0.7,810738.0,2026530.0
KOSDAQ,"2009.06.15",519.63,-0.88,810379.0,1823900.0
KOSDAQ,"2009.06.16",520.93,0.25,875428.0,1924280.0
KOSDAQ,"2009.06.17",517.37,-0.68,954533.0,2205750.0
KOSDAQ,"2009.06.18",513.22,-0.8,732870.0,1863120.0
KOSDAQ,"2009.06.19",510.27,-0.57,1045020.0,1867190.0
KOSDAQ,"2009.06.22",513.13,0.56,790655.0,1608250.0
KOSDAQ,"2009.06.23",498.03,-2.94,844667.0,1831720.0
KOSDAQ,"2009.06.24",495.0,-0.61,840747.0,1824570.0
KOSDAQ,"2009.06.25",504.03,1.82,779423.0,1757110.0
KOSDAQ,"2009.06.26",503.34,-0.14,911761.0,1895200.0
KOSDAQ,"2009.06.29",491.64,-2.32,704778.0,1587620.0
KOSDAQ,"2009.06.30",485.15,-1.32,923609.0,2026620.0
KOSDAQ,"2009.07.01",491.17,1.24,708042.0,1650310.0
KOSDAQ,"2009.07.02",496.0,0.98,666797.0,1641000.0
KOSDAQ,"2009.07.03",501.82,1.17,690972.0,1706870.0
KOSDAQ,"2009.07.06",505.42,0.72,627848.0,1889390.0
KOSDAQ,"2009.07.07",508.76,0.66,924234.0,2132890.0
KOSDAQ,"2009.07.08",505.69,-0.6,715447.0,2162660.0
KOSDAQ,"2009.07.09",502.8,-0.57,682406.0,2092650.0
KOSDAQ,"2009.07.10",495.27,-1.5,736120.0,2192640.0
KOSDAQ,"2009.07.13",476.05,-3.88,735370.0,1959410.0
KOSDAQ,"2009.07.14",476.25,0.04,657769.0,1792740.0
KOSDAQ,"2009.07.15",486.67,2.19,768259.0,1808460.0
KOSDAQ,"2009.07.16",482.28,-0.9,724048.0,1990380.0
KOSDAQ,"2009.07.17",485.87,0.74,651999.0,1767180.0
KOSDAQ,"2009.07.20",493.62,1.6,622593.0,1791850.0
KOSDAQ,"2009.07.21",495.91,0.46,708471.0,2081770.0
KOSDAQ,"2009.07.22",497.77,0.38,803190.0,2195290.0
KOSDAQ,"2009.07.23",497.89,0.02,783534.0,2104750.0
KOSDAQ,"2009.07.24",500.02,0.43,780187.0,1860470.0
KOSDAQ,"2009.07.27",504.65,0.93,714365.0,1983930.0
KOSDAQ,"2009.07.28",504.16,-0.1,802573.0,2261930.0
KOSDAQ,"2009.07.29",501.57,-0.51,902925.0,2269880.0
KOSDAQ,"2009.07.30",502.9,0.27,803420.0,1984390.0
KOSDAQ,"2009.07.31",504.35,0.29,783948.0,1996430.0
KOSDAQ,"2009.08.03",510.56,1.23,689680.0,2041930.0
KOSDAQ,"2009.08.04",508.72,-0.36,698147.0,2312020.0
KOSDAQ,"2009.08.05",508.99,0.05,699869.0,2124460.0
KOSDAQ,"2009.08.06",509.26,0.05,742853.0,2002060.0
KOSDAQ,"2009.08.07",512.7,0.68,763882.0,2004700.0
KOSDAQ,"2009.08.10",516.7,0.78,752806.0,2104120.0
KOSDAQ,"2009.08.11",519.52,0.55,865732.0,2264320.0
KOSDAQ,"2009.08.12",522.62,0.6,792058.0,2226030.0
KOSDAQ,"2009.08.13",531.71,1.74,978337.0,3136350.0
KOSDAQ,"2009.08.14",531.12,-0.11,873594.0,2649470.0
KOSDAQ,"2009.08.17",517.83,-2.5,747973.0,2528920.0
KOSDAQ,"2009.08.18",511.53,-1.22,916671.0,2663880.0
KOSDAQ,"2009.08.19",510.2,-0.26,772269.0,2541060.0
KOSDAQ,"2009.08.20",516.77,1.29,825379.0,2781930.0
KOSDAQ,"2009.08.21",512.14,-0.9,720134.0,2496900.0
KOSDAQ,"2009.08.24",511.36,-0.15,827355.0,2623310.0
KOSDAQ,"2009.08.25",510.69,-0.13,841039.0,3027160.0
KOSDAQ,"2009.08.26",516.96,1.23,806771.0,2677850.0
KOSDAQ,"2009.08.27",513.6,-0.65,826244.0,2680020.0
KOSDAQ,"2009.08.28",520.19,1.28,780901.0,2565640.0
KOSDAQ,"2009.08.31",514.7,-1.06,975210.0,2752540.0
KOSDAQ,"2009.09.01",516.27,0.31,856809.0,2722140.0
KOSDAQ,"2009.09.02",517.73,0.28,791886.0,2734900.0
KOSDAQ,"2009.09.03",516.95,-0.15,840451.0,2581000.0
KOSDAQ,"2009.09.04",518.82,0.36,836673.0,2318210.0
KOSDAQ,"2009.09.07",525.61,1.31,734303.0,2397430.0
KOSDAQ,"2009.09.08",526.85,0.24,956794.0,2887460.0
KOSDAQ,"2009.09.09",520.2,-1.26,1182880.0,2763870.0
KOSDAQ,"2009.09.10",525.01,0.92,877894.0,2147700.0
KOSDAQ,"2009.09.11",528.26,0.62,852042.0,2652180.0
KOSDAQ,"2009.09.14",526.88,-0.26,870679.0,2149850.0
KOSDAQ,"2009.09.15",531.58,0.89,698775.0,2529360.0
KOSDAQ,"2009.09.16",531.56,-0.0,795181.0,2646790.0
KOSDAQ,"2009.09.17",528.13,-0.65,823831.0,2729260.0
KOSDAQ,"2009.09.18",531.53,0.64,725976.0,2429820.0
KOSDAQ,"2009.09.21",533.1,0.3,649727.0,2050810.0
KOSDAQ,"2009.09.22",536.97,0.73,747892.0,2303520.0
KOSDAQ,"2009.09.23",528.98,-1.49,808387.0,2483750.0
KOSDAQ,"2009.09.24",518.77,-1.93,791133.0,2178750.0
KOSDAQ,"2009.09.25",516.52,-0.43,711944.0,1980790.0
KOSDAQ,"2009.09.28",511.61,-0.95,649858.0,1698960.0
KOSDAQ,"2009.09.29",512.2,0.12,647975.0,1699750.0
KOSDAQ,"2009.09.30",505.94,-1.22,651044.0,1884830.0
KOSDAQ,"2009.10.01",502.55,-0.67,558019.0,1604650.0
KOSDAQ,"2009.10.05",497.83,-0.94,572325.0,1579020.0
KOSDAQ,"2009.10.06",494.42,-0.68,586263.0,1886810.0
KOSDAQ,"2009.10.07",491.37,-0.62,607861.0,1967160.0
KOSDAQ,"2009.10.08",496.96,1.14,579599.0,1754820.0
KOSDAQ,"2009.10.09",506.29,1.88,544984.0,1797550.0
KOSDAQ,"2009.10.12",510.21,0.77,543384.0,1469220.0
KOSDAQ,"2009.10.13",508.37,-0.36,657549.0,1723320.0
KOSDAQ,"2009.10.14",512.04,0.72,588254.0,1603370.0
KOSDAQ,"2009.10.15",510.46,-0.31,611851.0,1622320.0
KOSDAQ,"2009.10.16",508.26,-0.43,701822.0,1825170.0
KOSDAQ,"2009.10.19",508.95,0.14,539072.0,1353520.0
KOSDAQ,"2009.10.20",509.76,0.16,692574.0,1843600.0
KOSDAQ,"2009.10.21",508.62,-0.22,635267.0,1750400.0
KOSDAQ,"2009.10.22",503.78,-0.95,655756.0,1950110.0
KOSDAQ,"2009.10.23",503.91,0.03,742133.0,1680590.0
KOSDAQ,"2009.10.26",504.77,0.17,619838.0,1443410.0
KOSDAQ,"2009.10.27",502.3,-0.49,704043.0,1841890.0
KOSDAQ,"2009.10.28",488.82,-2.68,842514.0,2226740.0
KOSDAQ,"2009.10.29",482.34,-1.33,689185.0,1787090.0
KOSDAQ,"2009.10.30",486.46,0.85,671381.0,1551900.0
KOSDAQ,"2009.11.02",479.25,-1.48,637080.0,1496180.0
KOSDAQ,"2009.11.03",478.76,-0.1,803047.0,1748970.0
KOSDAQ,"2009.11.04",483.87,1.07,794251.0,1732730.0
KOSDAQ,"2009.11.05",479.46,-0.91,729211.0,1668250.0
KOSDAQ,"2009.11.06",482.7,0.68,705261.0,1590880.0
KOSDAQ,"2009.11.09",484.45,0.36,696974.0,1454260.0
KOSDAQ,"2009.11.10",482.94,-0.31,799747.0,1836400.0
KOSDAQ,"2009.11.11",485.62,0.55,655227.0,1424590.0
KOSDAQ,"2009.11.12",484.63,-0.2,686076.0,1427100.0
KOSDAQ,"2009.11.13",481.57,-0.63,670780.0,1335830.0
KOSDAQ,"2009.11.16",475.74,-1.21,686127.0,1465200.0
KOSDAQ,"2009.11.17",471.95,-0.8,715023.0,1627390.0
KOSDAQ,"2009.11.18",472.54,0.13,725086.0,1705350.0
KOSDAQ,"2009.11.19",475.77,0.68,704444.0,1559380.0
KOSDAQ,"2009.11.20",479.43,0.77,662378.0,1467760.0
KOSDAQ,"2009.11.23",479.8,0.08,803064.0,1540120.0
KOSDAQ,"2009.11.24",475.39,-0.92,990175.0,1763550.0
KOSDAQ,"2009.11.25",476.56,0.25,779419.0,1662610.0
KOSDAQ,"2009.11.26",473.82,-0.57,696767.0,1559180.0
KOSDAQ,"2009.11.27",451.67,-4.67,776944.0,1693080.0
KOSDAQ,"2009.11.30",464.32,2.8,613703.0,1374970.0
KOSDAQ,"2009.12.01",469.04,1.02,781602.0,1669250.0
KOSDAQ,"2009.12.02",475.97,1.48,778262.0,1715130.0
KOSDAQ,"2009.12.03",480.52,0.96,793830.0,1643550.0
KOSDAQ,"2009.12.04",483.63,0.65,692037.0,1534790.0
KOSDAQ,"2009.12.07",487.04,0.71,654433.0,1518960.0
KOSDAQ,"2009.12.08",485.94,-0.23,715572.0,1787220.0
KOSDAQ,"2009.12.09",486.78,0.17,679073.0,1660720.0
KOSDAQ,"2009.12.10",489.45,0.55,633748.0,1658900.0
KOSDAQ,"2009.12.11",495.21,1.18,696463.0,1690600.0
KOSDAQ,"2009.12.14",501.85,1.34,668355.0,1679460.0
KOSDAQ,"2009.12.15",503.31,0.29,713650.0,1804930.0
KOSDAQ,"2009.12.16",507.01,0.74,713691.0,1931380.0
KOSDAQ,"2009.12.17",510.1,0.61,679268.0,1963010.0
KOSDAQ,"2009.12.18",513.78,0.72,721690.0,2166920.0
KOSDAQ,"2009.12.21",518.09,0.84,810506.0,2467720.0
KOSDAQ,"2009.12.22",512.78,-1.02,817390.0,2544800.0
KOSDAQ,"2009.12.23",508.44,-0.85,750627.0,2259320.0
KOSDAQ,"2009.12.24",511.19,0.54,715338.0,1978450.0
KOSDAQ,"2009.12.28",506.07,-1.0,734584.0,2218680.0
KOSDAQ,"2009.12.29",505.61,-0.09,632560.0,1890960.0
KOSDAQ,"2009.12.30",513.57,1.57,646575.0,2036560.0
KOSDAQ,"2010.01.04",528.09,2.83,655820.0,2352940.0
KOSDAQ,"2010.01.05",533.09,0.95,876186.0,3191860.0
KOSDAQ,"2010.01.06",539.12,1.13,1122410.0,3391700.0
KOSDAQ,"2010.01.07",535.52,-0.67,1168490.0,3617970.0
KOSDAQ,"2010.01.08",538.96,0.64,883398.0,2936120.0
KOSDAQ,"2010.01.11",540.4,0.27,853298.0,2928930.0
KOSDAQ,"2010.01.12",538.11,-0.42,908087.0,2902110.0
KOSDAQ,"2010.01.13",534.46,-0.68,917838.0,3096310.0
KOSDAQ,"2010.01.14",542.33,1.47,861259.0,3323320.0
KOSDAQ,"2010.01.15",549.97,1.41,908319.0,3235610.0
KOSDAQ,"2010.01.18",553.1,0.57,864374.0,3121030.0
KOSDAQ,"2010.01.19",549.14,-0.72,1075470.0,3886880.0
KOSDAQ,"2010.01.20",544.12,-0.91,1036160.0,3601960.0
KOSDAQ,"2010.01.21",549.03,0.9,980123.0,3423020.0
KOSDAQ,"2010.01.22",546.66,-0.43,971210.0,3167830.0
KOSDAQ,"2010.01.25",534.22,-2.28,1138660.0,3767600.0
KOSDAQ,"2010.01.26",522.07,-2.27,1156320.0,3268400.0
KOSDAQ,"2010.01.27",516.43,-1.08,1050640.0,3155150.0
KOSDAQ,"2010.01.28",517.4,0.19,845058.0,2561290.0
KOSDAQ,"2010.01.29",496.57,-4.03,824968.0,2342740.0
KOSDAQ,"2010.02.01",502.0,1.09,677675.0,1857510.0
KOSDAQ,"2010.02.02",504.69,0.54,800990.0,2463160.0
KOSDAQ,"2010.02.03",515.32,2.11,870958.0,2455130.0
KOSDAQ,"2010.02.04",516.23,0.18,816933.0,2529510.0
KOSDAQ,"2010.02.05",497.37,-3.65,839093.0,2417110.0
KOSDAQ,"2010.02.08",487.41,-2.0,800803.0,2174710.0
KOSDAQ,"2010.02.09",491.2,0.78,830312.0,2072540.0
KOSDAQ,"2010.02.10",491.28,0.02,770184.0,2084070.0
KOSDAQ,"2010.02.11",498.01,1.37,721353.0,1864690.0
KOSDAQ,"2010.02.12",503.88,1.18,717009.0,1851730.0
KOSDAQ,"2010.02.16",508.95,1.01,669143.0,1945040.0
KOSDAQ,"2010.02.17",515.16,1.22,849872.0,2543200.0
KOSDAQ,"2010.02.18",513.33,-0.36,801933.0,2263170.0
KOSDAQ,"2010.02.19",504.39,-1.74,944919.0,2719260.0
KOSDAQ,"2010.02.22",512.25,1.56,787544.0,2169470.0
KOSDAQ,"2010.02.23",513.9,0.32,831072.0,2283660.0
KOSDAQ,"2010.02.24",514.04,0.03,840732.0,2270650.0
KOSDAQ,"2010.02.25",504.63,-1.83,912502.0,2278680.0
